Date, Mid, High, Low
2019-10-28, 3.638576152870091, 3.799703616643357, 3.4898271062621045
2019-10-25, 4.2464880167361105, 4.676366477583521, 3.885937906132991
2019-10-24, 4.636925313825434, 4.719896967758556, 4.556179748674812
2019-10-23, 4.48673228894742, 4.731203276165347, 4.265094479537274
2019-10-22, 4.24767038945823, 4.333804127035695, 4.164396691664088
2019-10-21, 4.217761959218554, 4.273704754083489, 4.163053562801556
2019-10-18, 4.338899364109067, 4.446123870912534, 4.235800305855882
2019-10-17, 4.312753723170114, 4.369398301694921, 4.257272417211382
2019-10-16, 4.278573384986305, 4.381917383643724, 4.179580427400677
2019-10-15, 4.1324424950060195, 4.26416814072327, 4.00722781573256
2019-10-14, 4.0421945045733665, 4.0992336839568395, 3.986464931147541
2019-10-11, 3.950111860300575, 4.142217838972525, 3.7730316917314486
2019-10-10, 3.7974836194839314, 3.888116638776068, 3.710052189274697
2019-10-09, 3.821613308012653, 3.971603690043001, 3.681648664986416
2019-10-08, 3.9106828700080056, 3.9788767366109883, 3.844088350147059
2019-10-07, 4.06325861423049, 4.222038464243288, 3.914746527851852
2019-10-04, 4.0017077595937005, 4.080831710509959, 3.924687213398347
2019-10-03, 3.887729661261124, 4.024010162295134, 3.75816948
2019-10-02, 3.880806769104097, 3.9662155181440815, 3.7975690553784025
2019-10-01, 3.9224036192384126, 4.040667952192425, 3.8088917428811513
2019-09-30, 4.115490214214749, 4.292346482511924, 3.9517777892568065
2019-09-27, 4.089106067785491, 4.231691791195587, 3.954384297365305
2019-09-26, 4.08543221339718, 4.305876683614919, 3.884969184722663
2019-09-25, 3.9249597756807972, 4.0856616978675335, 3.775029223614797
2019-09-24, 3.6914646963623885, 4.121716847488584, 3.33812011725
2019-09-23, 3.4063224282119946, 3.4900909523526495, 3.3259586406768102
2019-09-20, 3.321276515231014, 3.3717919946636052, 3.271771529526124
2019-09-19, 3.3903047833685553, 3.5285509020571872, 3.2615381481539507
2019-09-18, 3.3133356385459614, 3.3528237989139895, 3.2743944480827754
2019-09-17, 3.296863810702096, 3.33137963470185, 3.262898821522154
2019-09-16, 3.2946201378374753, 3.348424809614645, 3.2422511237659806
2019-09-13, 3.2821096508960634, 3.3593746151089374, 3.208097200902242
2019-09-12, 3.2747914266523743, 3.35585137967691, 3.1969939381572674
2019-09-11, 3.316297505771942, 3.4040397670098255, 3.2322049133205097
2019-09-10, 3.256709728077559, 3.3427862966459627, 3.1743810082861446
2019-09-09, 3.2105355278539918, 3.283067349377152, 3.1407875608654066
2019-09-06, 3.120520620128306, 3.2449363405405793, 3.004659767307647
2019-09-05, 3.1116521139537836, 3.1667755186545725, 3.057956399510325
2019-09-04, 3.0349866334745825, 3.1136363711416672, 2.9598847208265524
2019-09-03, 2.9887031354859404, 3.0738271767837886, 2.907503136916067
2019-08-30, 3.368404034988911, 3.445443754710508, 3.2941340604192892
2019-08-29, 3.3652263657612247, 3.450331832244578, 3.2835447198247487
2019-08-28, 3.1860752010293294, 3.3364086460814293, 3.0466345440285205
2019-08-27, 3.106926222317167, 3.1877925196927466, 3.0290934110179473
2019-08-26, 3.0455246326750314, 3.132138734744539, 2.9628748326524215
2019-08-23, 3.0959645808057545, 3.2085744385970685, 2.9877617875608222
2019-08-22, 3.19488778544594, 3.2781051572606743, 3.1149346812799643
2019-08-21, 3.0787123264592577, 3.2309800708228886, 2.9395101820034095
2019-08-20, 2.9333358367463194, 3.0003577406812707, 2.868740106649216
2019-08-19, 2.9886911376531606, 3.1024327821934694, 2.8822022263354246
2019-08-16, 3.0831383452030114, 3.2178607193560715, 2.958079360281268
2019-08-15, 3.081697499909325, 3.253767697081218, 2.925172535843742
2019-08-14, 2.988156245946206, 3.1672731216309424, 2.8248690342922353
2019-08-13, 2.845651589550524, 2.97370291553063, 2.725587014206509
2019-08-12, 2.749906202002522, 2.814638126975594, 2.6872566456298808
2019-08-09, 2.6898935998553397, 2.7446472028629647, 2.6366579738330977
2019-08-08, 2.7119352811174338, 2.791916335978836, 2.635435183097166
2019-08-07, 2.6736284566597295, 2.813160011868412, 2.544293491849185
2019-08-06, 2.684496486728615, 2.8373259884561612, 2.545630608019802
2019-08-05, 2.7452691202487056, 2.912181779255475, 2.5924010517538036
2019-08-02, 3.0606329397680554, 3.1388091590076788, 2.985369628506634
2019-08-01, 3.199493838072834, 3.333814616205606, 3.072767469675926
2019-07-31, 3.33977461990843, 3.4695618278448555, 3.2169072692117378
2019-07-30, 3.4538109355608015, 3.5309995168674853, 3.3795122559453885
2019-07-29, 3.5131532273850143, 3.586563279864195, 3.4424395879670677
2019-07-26, 3.4477781533490823, 3.5069200024484535, 3.39041048801311
2019-07-25, 3.4048539123534125, 3.4984486355906244, 3.315383447756257
2019-07-24, 3.5015590706582516, 3.5864902703235475, 3.420266558616352
2019-07-23, 3.37039220757164, 3.4635295554290053, 3.2816140021712905
2019-07-22, 3.2668949737134763, 3.3712796844877477, 3.1682924433918127
2019-07-19, 3.266711045263789, 3.3798468402966626, 3.1601605700814903
2019-07-18, 3.3829148101361186, 3.6542014223166888, 3.147533611976744
2019-07-17, 3.5473088629667098, 3.7328410303071675, 3.3786135265538575
2019-07-16, 3.3349505279680365, 3.6217686302709846, 3.0893259276952407
2019-07-15, 3.2601752500056667, 3.469215915723656, 3.0744433192607143
2019-07-12, 2.964186460765203, 3.086513035745742, 2.850392254015273
2019-07-11, 2.92243880504455, 3.0782328657954543, 2.780798329743216
2019-07-10, 2.7176306500654954, 2.917129645297297, 2.5426380034308833
2019-07-09, 2.697642823659509, 2.805913671655851, 2.5969029016713705
2019-07-08, 2.8252101753734773, 2.9596367850301983, 2.7020505315725716
2019-07-05, 3.0248659185659363, 3.139224867387754, 2.9177117945785125
2019-07-03, 2.9702666274109033, 3.1355813953488374, 2.820801898761458
2019-07-02, 3.258852057607395, 3.5016419015686275, 3.0463983774367045
2019-07-01, 3.2090876660265306, 3.4338311301491875, 3.0100493571351827
2019-06-28, 2.916336734223658, 3.15487183237876, 2.7105027624936127
2019-06-27, 2.8695626140578536, 3.3259050292500003, 2.5217075095759887
2019-06-26, 2.6787424329677005, 3.0040022200963623, 2.41593628457001
2019-06-25, 2.970712743015364, 3.098096433038258, 2.8524365759139787
2019-06-24, 3.147546852975799, 3.2361969363807352, 3.063369963157074
2019-06-21, 3.4398772140024896, 3.590612671124568, 3.300284496273475
2019-06-20, 3.5956559758933806, 3.6953179940844314, 3.5003316323421765
2019-06-19, 3.6413168016631157, 3.704650027886224, 3.5797602359398293
2019-06-18, 3.616875423803184, 3.7284571228384813, 3.5106136892165565
2019-06-17, 3.556435095899741, 3.6687856557767806, 3.4503047392052983
2019-06-14, 3.8911419985181683, 4.048409450572237, 3.744697721171705
2019-06-13, 4.032523138589941, 4.117610677761645, 3.9504157644555886
2019-06-12, 4.113406296881793, 4.24064703828957, 3.993025712351946
2019-06-11, 4.209105232023253, 4.323401894487177, 4.099681652338181
2019-06-10, 4.248520751818214, 4.41032563885977, 4.097298360880027
2019-06-07, 4.1487282238361045, 4.262516859443332, 4.039617605110519
2019-06-06, 4.249326524863333, 4.395273735649513, 4.111298844494998
2019-06-05, 4.169818725688183, 4.271682300334448, 4.072060662735871
2019-06-04, 4.10098262682849, 4.339686563527398, 3.8840789911560054
2019-06-03, 3.7226726628901563, 3.9083402724137932, 3.5521834071675302
2019-05-31, 3.7584542391319102, 3.8891726172785446, 3.6351089845083564
2019-05-30, 3.7081987750514918, 3.983480560531246, 3.4671477318151704
2019-05-29, 3.6822826010560297, 3.787734177104976, 3.5814029971593766
2019-05-28, 3.723877576835194, 3.8145346653297754, 3.6361793558486433
2019-05-24, 4.060525745888448, 4.165939456546258, 3.9596458491289805
2019-05-23, 4.170933912569719, 4.331091134578183, 4.020331721269841
2019-05-22, 4.19691646966352, 4.353662079639839, 4.050392515258694
2019-05-21, 4.122943342784792, 4.208213149838647, 4.04069112460815
2019-05-20, 4.132473456934292, 4.328018645042017, 3.9525565470925526
2019-05-17, 4.521042050103638, 4.975789114860978, 4.138525050566637
2019-05-16, 4.120727188622435, 4.326271809833333, 3.9319850240429495
2019-05-15, 4.066766164985414, 4.230462191265395, 3.913063668579299
2019-05-14, 4.118019066997143, 4.349542075436877, 3.907525687672313
2019-05-13, 4.361738588286214, 4.824162367358491, 3.9754482598505496
2019-05-10, 5.333251127520492, 5.528520925424636, 5.147516339968351
2019-05-09, 5.508256794465412, 5.670927228452686, 5.3525089567203725
2019-05-08, 5.812836887965924, 6.024922574342389, 5.6134887588898525
2019-05-07, 5.852594421407479, 6.046407368605135, 5.667495360469052
2019-05-06, 6.070545520231214, 6.228245008468596, 5.918151675153443
2019-05-03, 6.16834724852685, 6.435369955618072, 5.921125985503731
2019-05-02, 6.368049423325175, 6.505502126639304, 6.23493309684733
2019-05-01, 6.5264015290099024, 6.607544166833778, 6.446449298062873
2019-04-30, 6.604858074816894, 6.71224188221942, 6.500102277295687
2019-04-29, 6.665991876701844, 6.740075568544587, 6.5932979977028525
2019-04-26, 6.618370681989807, 6.798005574692479, 6.447035305282443
2019-04-25, 6.534633798926202, 6.983284333947368, 6.1369663268162284
2019-04-24, 6.251269239427164, 6.412968932869597, 6.096972111302497
2019-04-23, 6.257213972178671, 6.435863292671167, 6.087021353847285
2019-04-22, 6.424565547179872, 6.549193661454223, 6.304171878722897
2019-04-18, 6.530454747562787, 6.636452745021242, 6.427186253669967
2019-04-17, 6.604905883777965, 6.675319781108313, 6.535679815111983
2019-04-16, 6.738115899554424, 6.907240546211924, 6.576280381913303
2019-04-15, 6.778621704562543, 6.951328483115476, 6.613628119282656
2019-04-12, 6.878661313464057, 7.027293909622541, 6.735512657829252
2019-04-11, 6.619484429060049, 6.900766075069521, 6.358636821290289
2019-04-10, 6.442525551505, 6.6618094329599495, 6.236393536918412
2019-04-09, 6.529605596557423, 6.636779674714515, 6.4252777490603235
2019-04-08, 6.5227536465058025, 6.665043386225984, 6.385910743578452
2019-04-05, 6.936195897205754, 7.090466025548364, 6.787855936422137
2019-04-04, 7.004132277887831, 7.229010458130237, 6.791368103644825
2019-04-03, 6.818501642169615, 7.298575374062761, 6.395515219721067
2019-04-02, 7.296081901954225, 8.260453526593182, 6.5307572325738965
2019-04-01, 8.304846529586635, 8.439676808382869, 8.173225237547376
2019-03-29, 8.316555326063188, 8.467026776409169, 8.170355269173095
2019-03-28, 8.39559667334125, 8.496174968976899, 8.296739086981063
2019-03-27, 8.476619558675695, 8.68978369200355, 8.271070114183475
2019-03-26, 8.661256169793528, 8.770369925883113, 8.553789147694358
2019-03-25, 8.551190745686286, 8.725036133053441, 8.38264671331721
2019-03-22, 8.462374243996443, 8.565936789454868, 8.35981524841992
2019-03-21, 8.482626775242162, 8.669966796999999, 8.300802101908769
2019-03-20, 8.5008625038921, 8.643173177000001, 8.361796246567579
2019-03-19, 8.628430354694784, 8.7323051387788, 8.52585338789368
2019-03-18, 8.616006825933448, 8.700900985383699, 8.532308497346234
2019-03-15, 8.80659917274233, 8.913641120878442, 8.700977716076814
2019-03-14, 8.830192865086172, 8.973083663123123, 8.691082275101763
2019-03-13, 8.776006682869218, 8.924697645608715, 8.631054185863618
2019-03-12, 8.713003637678693, 8.915052188360455, 8.518776738907674
2019-03-11, 8.576877309299242, 8.81533993548653, 8.347019867549669
2019-03-08, 8.593329068685838, 8.806267549501698, 8.38876942533394
2019-03-07, 8.658212976623606, 8.781906138152081, 8.536586039456273
2019-03-06, 8.775265589122837, 8.894185671256455, 8.658574881945617
2019-03-05, 8.952071052366794, 9.190830317097253, 8.724101620659251
2019-03-04, 9.11228540574223, 9.371208652144315, 8.862220293290243
2019-03-01, 8.999648898950296, 9.125181908042848, 8.876455887581566
2019-02-28, 9.006634800911666, 9.164892411534806, 8.852980174553363
2019-02-27, 9.186997984827814, 9.41702668841337, 8.966596984712194
2019-02-26, 8.994060276821028, 9.128990835508956, 8.862119374061432
2019-02-25, 8.972934794121176, 9.124943032001642, 8.825016717704742
2019-02-22, 8.616777764842455, 8.713344612374582, 8.521799187828949
2019-02-21, 8.580125694859335, 8.746351885233741, 8.419023182352941
2019-02-20, 8.625640222727379, 8.752096303643478, 8.502131733223683
2019-02-19, 8.565684825200739, 8.717099291858895, 8.41865333094229
2019-02-15, 9.177372736710666, 9.310690900359711, 9.046224649327671
2019-02-14, 9.120737275128338, 9.210149037505225, 9.032184213362646
2019-02-13, 9.165940351128912, 9.256792597368818, 9.076351833909788
2019-02-12, 9.06700235332477, 9.181355428973276, 8.954118489919866
2019-02-11, 8.946957071905906, 9.053808839381961, 8.84182415025632
2019-02-08, 9.137164995064888, 9.674909682080925, 8.651960731223921
2019-02-07, 9.623176684900066, 9.76626624357159, 9.482501178081465
2019-02-06, 9.675021562915827, 9.834933527797109, 9.519462555942505
2019-02-05, 9.62508743604148, 9.727211639072088, 9.524538753672315
2019-02-04, 9.572528469827544, 9.677805444743523, 9.468447538466789
2019-02-01, 9.58087946767843, 9.770922203476601, 9.396576584620941
2019-01-31, 9.519374666814219, 9.674170206578536, 9.368222315913325
2019-01-30, 9.502091682233557, 9.6761165240211, 9.33209627294355
2019-01-29, 9.486855109859373, 9.653704671752738, 9.324570593629895
2019-01-28, 9.266238326880678, 9.552225424854369, 8.993943180574453
2019-01-25, 9.101530562220958, 9.208895602649301, 8.995869666656946
2019-01-24, 8.975120082342178, 9.103925583174986, 8.848879509634127
2019-01-23, 8.950263147119681, 9.155157250819112, 8.751235764355174
2019-01-22, 8.952709397105933, 9.23714705930931, 8.681377940544568
2019-01-18, 8.746958248235384, 8.863422397579143, 8.632182199564493
2019-01-17, 8.681454387799612, 8.854981670236475, 8.511978936749117
2019-01-16, 8.551847265911384, 8.703754179223749, 8.404142434093616
2019-01-15, 8.47706782474593, 8.681747011715371, 8.280131054395714
2019-01-14, 8.42030121496844, 8.685767239679606, 8.168545739956555
2019-01-11, 8.275957207494242, 8.419466093470405, 8.136123130256411
2019-01-10, 7.9543836426647285, 8.503756806609019, 7.465731635873434
2019-01-09, 7.558728845451196, 7.6893665935553495, 7.430457729153606
2019-01-08, 7.460078555031446, 7.661179383372765, 7.267032939700893
2019-01-07, 7.421516240701256, 7.570338391573081, 7.276107842671928
2019-01-04, 7.708741308940525, 7.9045220462199275, 7.5174745931782665
2019-01-03, 7.492616233936147, 7.752208661549011, 7.244268068262182
2019-01-02, 7.561026476610644, 7.843524842968506, 7.292808474554707
2018-12-31, 7.757493043362085, 8.009989559939719, 7.518293293852889
2018-12-28, 7.710880459194704, 8.153531003591729, 7.307259166295707
2018-12-27, 7.6726158711517645, 8.11890899122807, 7.258030528981705
2018-12-26, 7.382176937861937, 7.7282682599090675, 7.049522499025974
2018-12-24, 6.737720360305343, 7.09202194952381, 6.409470358529411
2018-12-21, 7.2333200798580295, 7.761309197588962, 6.756101045556836
2018-12-20, 7.347171814343832, 7.943675929660071, 6.820575465963856
2018-12-19, 7.747826434997481, 8.311081577138197, 7.2383251953125
2018-12-18, 8.350589204944479, 8.727920836251423, 7.9987277186501915
2018-12-17, 8.798268091008346, 9.483197410317786, 8.19076647938767
2018-12-14, 9.421844107863894, 9.757273931762178, 9.10370797840909
2018-12-13, 9.260825630946288, 9.57834500756869, 8.96053758306697
2018-12-12, 9.052065702884192, 9.26428696380597, 8.846769363268841
2018-12-11, 9.076355613518519, 9.355192364528301, 8.807658380727274
2018-12-10, 8.766380450294074, 9.108108010037174, 8.441450213498477
2018-12-07, 9.238615236295605, 9.822160133463797, 8.704221970250897
2018-12-06, 8.558127681350284, 9.16595390611798, 8.011335365615881
2018-12-04, 8.2184502035142, 8.648697698322147, 7.817648205806317
2018-12-03, 8.280132400756022, 8.718191589932886, 7.8794410422632915
2018-11-30, 7.9099094640485434, 8.411621317363693, 7.459710457078033
2018-11-29, 7.563300531262405, 7.9596625647449875, 7.200796875142857
2018-11-28, 7.808862206750228, 8.516464523752774, 7.197903728974698
2018-11-27, 8.393970653482183, 8.73537722269084, 8.07408376223545
2018-11-26, 8.145750817607974, 8.81188895107143, 7.566500266770187
2018-11-23, 7.298682484526252, 7.581856320025348, 7.03443784880536
2018-11-21, 7.002962976265814, 7.408100351940326, 6.636935399478558
2018-11-20, 6.927484548182736, 7.720994548767035, 6.273760698664098
2018-11-19, 6.246083572072598, 6.98170737994292, 5.6400861764439405
2018-11-16, 5.80621782873857, 5.995339721645776, 5.626183118855963
2018-11-15, 5.8822214387187834, 6.1757245238118434, 5.609531183990478
2018-11-14, 5.552014523246815, 6.149304576057023, 5.05034386434293
2018-11-13, 5.162003175705254, 5.238404373100616, 5.086877722656329
2018-11-12, 5.174654890419664, 5.25435576676366, 5.095454352162408
2018-11-09, 5.302542375488921, 5.371969247227926, 5.234168351402126
2018-11-08, 5.29783488839175, 5.362820472040816, 5.2339346951675925
2018-11-07, 5.214817505948277, 5.287541977207184, 5.142890391017964
2018-11-06, 5.1342278541987785, 5.197934629311795, 5.0715643263034735
2018-11-05, 5.089106063965645, 5.142610808266129, 5.036198450352673
2018-11-02, 5.104050495919395, 5.193701618071065, 5.0157441406
2018-11-01, 5.072528579650057, 5.15402753992897, 4.992674349123781
2018-10-31, 5.051459498720715, 5.132461624055765, 4.971962121642872
2018-10-30, 4.934689454759016, 5.011364030872991, 4.85885334159869
2018-10-29, 4.916315468908282, 5.08903161833147, 4.749003425384344
2018-10-26, 4.876047428439342, 4.948700002581983, 4.804158026586274
2018-10-25, 4.950233792039802, 5.0208578126, 4.880309019207921
2018-10-24, 4.966469950912689, 5.076455153439705, 4.857903403654538
2018-10-23, 5.03629021062784, 5.134011550851824, 4.940211751976082
2018-10-22, 5.086743508310945, 5.147466343657932, 5.026681190219145
2018-10-19, 5.168212517507554, 5.226235541006892, 5.110891034475807
2018-10-18, 5.148802078630045, 5.236604194752279, 5.062389120561685
2018-10-17, 5.189045278597835, 5.247403722167102, 5.131237570436009
2018-10-16, 5.1951547336337915, 5.29049729160391, 5.101527205900109
2018-10-15, 5.141234714125287, 5.385627556662073, 4.916043010516066
2018-10-12, 5.329740723503569, 5.454359684186405, 5.208517117327328
2018-10-11, 5.239865682436653, 5.499638254112367, 4.996432139395727
2018-10-10, 5.205788399150353, 5.357578709749191, 5.057344090524268
2018-10-09, 5.220681579810189, 5.278365702278811, 5.163787046278424
2018-10-08, 5.202907916536395, 5.284699415939746, 5.122697762062902
2018-10-05, 5.253088038008509, 5.3297849909392605, 5.177521761220473
2018-10-04, 5.256287430997291, 5.3441638070790605, 5.170236206054687
2018-10-03, 5.371542951141159, 5.4448102115151515, 5.299793872286211
2018-10-02, 5.294921015964275, 5.364912940096479, 5.22623359293425
2018-10-01, 5.300007776003403, 5.387463322385654, 5.214901692545701
2018-09-28, 5.169090021380174, 5.28696327166217, 5.055805688832167
2018-09-27, 5.251317764143362, 5.403224347765934, 5.10678173770295
2018-09-26, 5.3683321848949905, 5.465305277126153, 5.273844447513425
2018-09-25, 5.394347883058066, 5.530687256194675, 5.263806892205164
2018-09-24, 5.237752442512062, 5.33025067860571, 5.147876407592477
2018-09-21, 5.270491426821861, 5.439471063625724, 5.111181827777777
2018-09-20, 5.4452963121866365, 5.55041377006237, 5.343419428772919
2018-09-19, 5.459597342097092, 5.6403261202046036, 5.288943402294224
2018-09-18, 5.440478694581281, 5.540492598736842, 5.343135478411252
2018-09-17, 5.351973857800901, 5.541393725834611, 5.174063167048637
2018-09-14, 5.261444723801167, 5.347568983984495, 5.177600999241284
2018-09-13, 5.2970216653084226, 5.382935298868811, 5.2134160156
2018-09-12, 5.396953504045501, 5.481283166247379, 5.314507651788587
2018-09-11, 5.352316311287636, 5.473499079052547, 5.235213827793408
2018-09-10, 5.3170176021516395, 5.413713292723493, 5.223056739191919
2018-09-07, 5.18195671741489, 5.295913905266995, 5.07203656828424
2018-09-06, 5.181927123407905, 5.402639748036717, 4.977084585384615
2018-09-05, 4.740014907008211, 5.030609795593926, 4.479833603982684
2018-09-04, 4.534808575877749, 4.6093205098125525, 4.462211228173923
2018-08-31, 4.804683522758301, 4.892646429410582, 4.7193475883335525
2018-08-30, 4.870410745959666, 4.9807612880268035, 4.7641687634558725
2018-08-29, 4.796659107711391, 4.91416703342723, 4.6840823606350925
2018-08-28, 4.772194862122599, 4.891796126599014, 4.657942073062743
2018-08-27, 4.900969929339623, 5.0033724209213055, 4.801987187012987
2018-08-24, 4.996564587134251, 5.103952518078028, 4.893062872
2018-08-23, 5.101343501942898, 5.220366432286864, 4.986956091723466
2018-08-22, 5.052014819779434, 5.3154698545023615, 4.812437383044683
2018-08-21, 5.187473530330029, 5.290720954989015, 5.087786186069455
2018-08-20, 5.1664207575312275, 5.349603277777202, 4.994893728319097
2018-08-17, 5.021041452100077, 5.163176504963867, 4.885463276416539
2018-08-16, 5.0659247477602465, 5.202988390908758, 4.934333147950187
2018-08-15, 4.950153349905782, 5.158149417762089, 4.756290632691941
2018-08-14, 5.277850123901826, 5.465765991233898, 5.101500001214553
2018-08-13, 5.0585906219219225, 5.233276417525773, 4.893760639688716
2018-08-10, 5.1208046878603595, 5.375913111746032, 4.887245950172061
2018-08-09, 5.091983707565142, 5.304522353776887, 4.894928446921839
2018-08-08, 5.130008953336306, 5.381529674493791, 4.9002934462659375
2018-08-07, 4.794597564544712, 4.981101484866344, 4.620635163565345
2018-08-06, 4.706224891659065, 4.818862517429213, 4.598076242572464
2018-08-03, 4.4378976796589, 4.528190244297067, 4.350656231231747
